id,url,title,component_type,content_text,provider,governance,states,reading_level,hierarchy_lvl0,hierarchy_lvl1,hierarchy_lvl2,hierarchy_lvl3,has_form,has_checklist,search_keywords
bc0d7e0842fcbe7d65d8c68ee35ee58b,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-state-revenue-office-of-victoria#if-you're-unable-to-link,If you're unable to link,content,"If you can’t link a service to your myGov account, contact the service for help.",Services Australia,Federal Government,['National'],6,Link State Revenue Office Victoria | myGov,If you're unable to link,,,False,False,"['service', 'link', 'your', 'mygov', 'account', 'contact', 'help']"
fe12a80dcb6e36998ceba68007489aa3,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-state-revenue-office-of-victoria#fe12a80dcb6e36998ceba68007489aa3,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Link State Revenue Office Victoria | myGov,,,Thank you for your feedback,True,False,[]
e8a8e5ea3b3905f626e2551fbf8e636f,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-unique-student-identifier#e8a8e5ea3b3905f626e2551fbf8e636f,Link Unique Student Identifier,content,Link your Unique Student Identifier (USI) to myGov to manage your USI details.,Services Australia,Federal Government,['National'],12,Link Unique Student Identifier,,,,False,False,"['your', 'link', 'unique', 'student', 'identifier', 'mygov', 'manage', 'details']"
18da9059563ef99847cb1a3163914305,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-unique-student-identifier#how-to-link-unique-student-identifier-to-your-mygov-account,How to link Unique Student Identifier to your myGov account,content,"Follow these steps to link Unique Student Identifier to your myGov account:
               Sign in to myGov.
               Select View and link services.
               Select Link on the Unique Student Identifier tile.
               You can link USI using one of these options: 
                
                 Your USI. If you know your USI, select I know my USI.
                 Your personal details. To use your personal details, select I don’t know my USI.
                
               Follow the prompt to enter the details of your USI.
               Once your USI has been identified, a 6-digit code will be sent to the mobile phone or email address on your USI account.
               Enter the code and select Next.
              Find out more about USI on the USI website.",Services Australia,Federal Government,['National'],6,Link Unique Student Identifier | myGov,How to link Unique Student Identifier to your myGov account,,,False,True,"['your', 'select', 'link', 'know', 'details', 'follow', 'these', 'unique', 'student', 'identifier']"
7598aa7e357beeef82c1527282c46d43,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-unique-student-identifier#what-you-can-do-when-you-link,What you can do when you link,content,"When you link your myGov account to USI, you can: 
               download your USI VET transcript
               update your details.",Services Australia,Federal Government,['National'],8,Link Unique Student Identifier | myGov,What you can do when you link,,,False,False,"['your', 'when', 'link', 'mygov', 'account', 'download', 'transcript', 'update', 'details']"
b82ce710f7a5c3c902b86f3529943ef0,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-unique-student-identifier#if-you’re-unable-to-link,If you’re unable to link,content,"If you can’t link a service to your myGov account, contact the service for help.",Services Australia,Federal Government,['National'],6,Link Unique Student Identifier | myGov,If you’re unable to link,,,False,False,"['service', 'link', 'your', 'mygov', 'account', 'contact', 'help']"
8d9ad38ca3027f0bb99341fa479924ab,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-unique-student-identifier#8d9ad38ca3027f0bb99341fa479924ab,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Link Unique Student Identifier | myGov,,,Thank you for your feedback,True,False,[]
6d41aa37ffaf32be342665964d49a78f,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-victorian-concessions-and-allowances#6d41aa37ffaf32be342665964d49a78f,Link Victorian Concessions and Allowances,content,Find out how to link the Victorian Concessions and Allowances portal to myGov to apply for non-mains concessions online.,Services Australia,Federal Government,['National'],12,Link Victorian Concessions and Allowances,,,,False,False,"['concessions', 'find', 'link', 'victorian', 'allowances', 'portal', 'mygov', 'apply', 'mains', 'online']"
0723d787565159e016abefdea8790aed,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-victorian-concessions-and-allowances#how-to-link-victorian-concessions-and-allowances,How to link Victorian Concessions and Allowances,content,"Follow these steps to link Victorian Concessions and Allowances to your myGov account:
               Sign in to myGov.
               Select View and link services.
               Select Link on the Victorian Concessions and Allowances tile.",Services Australia,Federal Government,['National'],9,Link Victorian Concessions and Allowances | myGov,How to link Victorian Concessions and Allowances,,,False,True,"['link', 'victorian', 'concessions', 'allowances', 'mygov', 'select', 'follow', 'these', 'steps', 'your']"
0eb14aa02896e87f83723e4045af28e6,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-victorian-concessions-and-allowances#what-you-can-do-when-you-link,What you can do when you link,content,"When you link myGov to Victorian Concessions and Allowances you can:
               apply for an eligible concession
               track your application
               see your application history
               see payment summaries.
              Find out more information about the available concessions in the Victorian concessions and allowances portal on the Department of Families, Fairness and Housing website.",Services Australia,Federal Government,['National'],12,Link Victorian Concessions and Allowances | myGov,What you can do when you link,,,False,False,"['concessions', 'victorian', 'allowances', 'your', 'application', 'when', 'link', 'mygov', 'apply', 'eligible']"
45ddfbdd620ef55ac6280cb9f7cfe87d,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-victorian-concessions-and-allowances#if-you’re-unable-to-link,If you’re unable to link,content,"If you can’t link a service to your myGov account, contact the service for help.",Services Australia,Federal Government,['National'],6,Link Victorian Concessions and Allowances | myGov,If you’re unable to link,,,False,False,"['service', 'link', 'your', 'mygov', 'account', 'contact', 'help']"
cbf743c5365c40ae05a43cc979ef277f,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-victorian-concessions-and-allowances#cbf743c5365c40ae05a43cc979ef277f,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Link Victorian Concessions and Allowances | myGov,,,Thank you for your feedback,True,False,[]
1458735e4050187ed9add75b4dce6fa3,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/use-a-linking-code#1458735e4050187ed9add75b4dce6fa3,Use a linking code,content,How to get a linking code to link services to your myGov account.,Services Australia,Federal Government,['National'],6,Use a linking code,,,,False,False,"['linking', 'code', 'link', 'services', 'your', 'mygov', 'account']"
f62efd465f02e2335768a88b80be6fe4,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/use-a-linking-code#what-a-linking-code-is,What a linking code is,content,"A linking code is a single use code we give you to link these services to your myGov account:
               Centrelink
               Child Support
               Medicare.",Services Australia,Federal Government,['National'],11,Use a linking code | myGov,What a linking code is,,,False,False,"['code', 'linking', 'single', 'give', 'link', 'these', 'services', 'your', 'mygov', 'account']"
2fb17fd003874beb090712389d556906,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/use-a-linking-code#how-to-get-a-linking-code,How to get a linking code,content,You can get a linking code over the phone or at a Services Australia service centre.,Services Australia,Federal Government,['National'],9,Use a linking code | myGov,How to get a linking code,,,False,False,"['linking', 'code', 'over', 'phone', 'services', 'australia', 'service', 'centre']"
407196dac54302bfb8af077fac4d7dc0,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/use-a-linking-code#407196dac54302bfb8af077fac4d7dc0,Get a linking code for Centrelink or Medicare,content,"To get a linking code for your Centrelink or Medicare online account, call the Online Services Support Hotline. This link will take you to the Services Australia website.To get a linking code in person, find your local service centre on the Services Australia website.",Services Australia,Federal Government,['National'],10,Use a linking code | myGov,How to get a linking code,Get a linking code for Centrelink or Medicare,,False,False,"['services', 'linking', 'code', 'your', 'online', 'australia', 'website', 'centrelink', 'medicare', 'account']"
1a3969ad46944fbcd300b94b3f75b6fa,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/use-a-linking-code#1a3969ad46944fbcd300b94b3f75b6fa,Get a linking code for Child Support,content,"To get a linking code for your Child Support Online account, call the Child Support Enquiry Line. This link will take you to the Services Australia website.When you have a linking code, you can link these services:",Services Australia,Federal Government,['National'],6,Use a linking code | myGov,,Get a linking code for Child Support,,False,False,"['linking', 'code', 'child', 'support', 'link', 'services', 'your', 'online', 'account', 'call']"
b6548067192e27e0a19bcb86256b5015,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/use-a-linking-code#b6548067192e27e0a19bcb86256b5015,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Use a linking code | myGov,,,Thank you for your feedback,True,False,[]
d3497ba082d32df697ba9754eb46e5a8,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-workforce-australia#d3497ba082d32df697ba9754eb46e5a8,Link Workforce Australia,content,Find out how to link Workforce Australia to myGov to create your Workforce Australia profile and manage your job search.,Services Australia,Federal Government,['National'],11,Link Workforce Australia,,,,False,False,"['workforce', 'australia', 'your', 'find', 'link', 'mygov', 'create', 'profile', 'manage', 'search']"
e679c7ff0dd733129885921843b72042,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-workforce-australia#how-to-link-workforce-australia-to-your-mygov-account,How to link Workforce Australia to your myGov account,content,"Follow these steps to link Workforce Australia to your myGov account:
               Sign in to myGov.
               Select View and link services.
               Select Link on the Workforce Australia tile.
               You'll be asked to enter some details and then select Next.
               Choose where you want your activation code sent and select Next.
               Enter your activation code and select Next.",Services Australia,Federal Government,['National'],6,Link Workforce Australia | myGov,How to link Workforce Australia to your myGov account,,,False,True,"['select', 'link', 'your', 'next', 'workforce', 'australia', 'mygov', 'enter', 'activation', 'code']"
d109360c4501a5a2e1dc54e7279964fe,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-workforce-australia#what-you-can-do-when-you-link,What you can do when you link,content,"When you link Workforce Australia to your myGov account, you can use the online tools and resources to:
               search and apply for jobs
               create a profile
               upload resumes and supporting documents
               set up alerts for jobs you’re interested in.
              If you’re participating in employment services, you can also:
               manage your job search or mutual obligation requirements
               view your Job Plan or Goal Plan
               manage your messages from employers and providers
               keep track of appointments booked for you by your provider or by Workforce Australia’s Digital Services Contact Centre.",Services Australia,Federal Government,['National'],12,Link Workforce Australia | myGov,What you can do when you link,,,False,False,"['your', 'workforce', 'australia', 'search', 'jobs', 'services', 'manage', 'plan', 'when', 'link']"
de27915bc136b01c8fd8f36450d4423e,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-workforce-australia#if-you're-unable-to-link,If you're unable to link,content,"If you can’t link a service to your myGov account, contact the service for help.",Services Australia,Federal Government,['National'],6,Link Workforce Australia | myGov,If you're unable to link,,,False,False,"['service', 'link', 'your', 'mygov', 'account', 'contact', 'help']"
a0c55c2faea3847af82094d0a2316606,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-workforce-australia#a0c55c2faea3847af82094d0a2316606,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Link Workforce Australia | myGov,,,Thank you for your feedback,True,False,[]
b260f00cabf09045fe833594f133b957,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-your-career#b260f00cabf09045fe833594f133b957,Link Your Career,content,Find out how to link Your Career portal to myGov to apply for a Commonwealth Prac Payment (VET).,Services Australia,Federal Government,['National'],8,Link Your Career,,,,False,False,"['find', 'link', 'your', 'career', 'portal', 'mygov', 'apply', 'commonwealth', 'prac', 'payment']"
fcec169498c5b324f8568cf9810865f9,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-your-career#before-you-link-your-career-to-mygov,Before you link Your Career to myGov,content,"Your Career doesn’t support Secret Questions and Answers as a 2 factor authentication option.If you’re using this, you’ll need to update your myGov sign in settings before you can link to Your Career.",Services Australia,Federal Government,['National'],9,Link Your Career | myGov,Before you link Your Career to myGov,,,False,False,"['your', 'career', 'doesn', 'support', 'secret', 'questions', 'answers', 'factor', 'authentication', 'option']"
9c7073fc79da02df99eead19b7fd8b80,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-your-career#how-to-link-your-career-to-mygov,How to link Your Career to myGov,content,"Follow these steps to link Your Career to your myGov account:
               Sign in to myGov.
               Select View and link services.
               Select Link on the Your Career tile.
               When prompted, enter your details to create a Your Career portal account.",Services Australia,Federal Government,['National'],5,Link Your Career | myGov,How to link Your Career to myGov,,,False,True,"['your', 'link', 'career', 'mygov', 'account', 'select', 'follow', 'these', 'steps', 'sign']"
16ccece49315bbd13a4e160831c55909,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-your-career#what-you-can-do-when-you-link,What you can do when you link,content,"When you link Your Career to myGov you can:
               apply for a Commonwealth Prac Payment (VET) as an eligible Diploma of Nursing student
               claim payments for subsequent placements
               view the status of your applications
               access your payment history
               update your personal details.
              To find out more, visit the Commonwealth Prac Payment page on the Your Career website.",Services Australia,Federal Government,['National'],12,Link Your Career | myGov,What you can do when you link,,,False,False,"['your', 'payment', 'career', 'commonwealth', 'prac', 'when', 'link', 'mygov', 'apply', 'eligible']"
c184b3612e698008e3705341c4f5d9b0,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-your-career#if-you’re-unable-to-link,If you’re unable to link,content,"If you can’t link a service to your myGov account, contact the service for help.",Services Australia,Federal Government,['National'],6,Link Your Career | myGov,If you’re unable to link,,,False,False,"['service', 'link', 'your', 'mygov', 'account', 'contact', 'help']"
da022aed7519b9c3c5a1277ac67ce917,https://my.gov.au/en/about/help/mygov-website/link-services-to-your-account/link-your-career#da022aed7519b9c3c5a1277ac67ce917,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Link Your Career | myGov,,,Thank you for your feedback,True,False,[]
2dd1c18bc0e5d048049de4b1d5c7444c,https://my.gov.au/en/about/help/mygov-website/help-using-your-account#2dd1c18bc0e5d048049de4b1d5c7444c,Help using your account,content,Help to sign in to myGov and manage your account through the website.,Services Australia,Federal Government,['National'],5,Help using your account,,,,False,False,"['help', 'sign', 'mygov', 'manage', 'your', 'account', 'through', 'website']"
9c75397f38944242ecae905d2c846687,https://my.gov.au/en/about/help/mygov-website/help-using-your-account#9c75397f38944242ecae905d2c846687,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Help using your account | myGov,,,Thank you for your feedback,True,False,[]
d8be4747712041007bf88120c43e2323,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox#d8be4747712041007bf88120c43e2323,Use your myGov Inbox,content,Find out about your myGov Inbox.,Services Australia,Federal Government,['National'],4,Use your myGov Inbox,,,,False,False,"['find', 'about', 'your', 'mygov', 'inbox']"
515d9a6dc70a07e035be375df4500598,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox#changing-how-we-tell-you-about-new-messages,Changing how we tell you about new messages,content,"You can choose how we let you know when you get new messages in your myGov Inbox. This can be by SMS, email or push notifications using the myGov app. You can also choose to have the service name displayed in your myGov notification. The default notification preference is no service name displayed. Find out how to update your notification preferences for your myGov Inbox.",Services Australia,Federal Government,['National'],8,Use your myGov Inbox | myGov,Changing how we tell you about new messages,,,False,False,"['your', 'mygov', 'notification', 'choose', 'inbox', 'service', 'name', 'displayed', 'know', 'when']"
5d0a703e2c3165de27a7ad3787ad8ada,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox#storing-inbox-messages-in-folders,Storing Inbox messages in folders,content,"You can create folders in your myGov Inbox to store your myGov messages. Some messages have an expiry date that is set by the service who sent it. When a message expires, it will be removed from the folder it is stored in.For copies of your expired mail, contact the service and ask for a copy.",Services Australia,Federal Government,['National'],6,Use your myGov Inbox | myGov,Storing Inbox messages in folders,,,False,False,"['your', 'mygov', 'messages', 'service', 'create', 'folders', 'inbox', 'store', 'some', 'expiry']"
83771e1adcb514f69b89e979525d6473,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox#managing-inbox-messages-from-services,Managing inbox messages from services,content,"To change how you get messages from your linked services, contact your service directly:
               Australian Tax Office
               Centrelink
               Medicare
               Child Support
               Department of Veterans’ Affairs
               HousingVic Online Services
               Individual Healthcare Identifiers
               My Health Record
               National Disability Insurance Scheme
               National Redress Scheme
               State Revenue Office Victoria.",Services Australia,Federal Government,['National'],12,Use your myGov Inbox | myGov,Managing inbox messages from services,,,False,False,"['your', 'services', 'office', 'national', 'scheme', 'change', 'messages', 'linked', 'contact', 'service']"
1d7308d836949916fbab58590b1ebaf4,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox#subscribing-for-updates-about-a-topic-or-event,Subscribing for updates about a topic or event,content,"At times, you can subscribe to get messages to your myGov Inbox about certain topics or events. Manage your subscriptions in Account Settings.You may get updates now if you subscribed to Census Test updates from the Australian Bureau of Statistics.",Services Australia,Federal Government,['National'],9,Use your myGov Inbox | myGov,Subscribing for updates about a topic or event,,,False,False,"['your', 'updates', 'times', 'subscribe', 'messages', 'mygov', 'inbox', 'about', 'certain', 'topics']"
1f6edac1ce7f31dd52fe53a8bec01bac,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox#1f6edac1ce7f31dd52fe53a8bec01bac,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Use your myGov Inbox | myGov,,,Thank you for your feedback,True,False,[]
ea8129999fc9c9b78323c4c7ac68c14f,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/how-to-change-your-notification-preferences#ea8129999fc9c9b78323c4c7ac68c14f,How to change your notification preferences,content,You can change the way you get myGov notifications when you have a new message in your myGov Inbox.,Services Australia,Federal Government,['National'],9,How to change your notification preferences,,,,False,False,"['mygov', 'change', 'notifications', 'when', 'message', 'your', 'inbox']"
00f17e70e1be09482490536a2eab4351,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/how-to-change-your-notification-preferences#switch-to-email-or-sms-notifications,Switch to email or SMS notifications,content,"If you need to update your email or SMS details, find out how to update your contact details in myGov.Follow these steps to switch to email or SMS notifications for your myGov notifications:
               Sign in to myGov.
               From the My account drop down menu, select Account settings.
               Select Contact details.
               Under Your myGov notifications go to Notifications sent to.
               Select how you want to be notified, select Switch to email notifications or Switch to SMS notifications.
               Enter either the mobile number or email address you’d like notifications to be sent to.
               Select Send code.
               Enter the code that you’ve received and select Confirm.",Services Australia,Federal Government,['National'],8,How to change your notification preferences | myGov,Switch to email or SMS notifications,,,False,True,"['notifications', 'select', 'your', 'email', 'mygov', 'details', 'switch', 'update', 'contact', 'account']"
76204685caa12c1f1e9b03c90ac193be,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/how-to-change-your-notification-preferences#switch-to-push-notifications-in-the-mygov-app,Switch to Push notifications in the myGov app,content,"To receive Push notifications you need to have the myGov app downloaded and set up. Find out how to download and set up the myGov app.This notification is not an SMS. You’ll receive your myGov notifications on your device through the myGov app when you have a new message in your inbox.Follow the steps below to switch to Push notifications for your myGov notifications on the myGov website:
               Sign in  to myGov.
               From the My account drop down menu, select Account settings.
               Select Contact details.
               Under Your myGov notifications go to Notifications sent to.
               Select Switch to Push notifications.
               Sign in to your myGov app.
               Select the Account icon from the Home screen.
               Select Notification settings then Notifications.
               Select Push notifications.
               Select Save.",Services Australia,Federal Government,['National'],8,How to change your notification preferences | myGov,Switch to Push notifications in the myGov app,,,False,True,"['notifications', 'mygov', 'select', 'your', 'push', 'account', 'receive', 'notification', 'switch', 'sign']"
a1d0a1fd171df251099faa94f04a34ec,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/how-to-change-your-notification-preferences#a1d0a1fd171df251099faa94f04a34ec,Change your notification preferences in the App,content,"If you are using the app, find out how to update your notification preferences in the app.",Services Australia,Federal Government,['National'],9,How to change your notification preferences | myGov,Switch to Push notifications in the myGov app,Change your notification preferences in the App,,False,False,"['using', 'find', 'update', 'your', 'notification', 'preferences']"
1f60423bd3ecfba3baf05ec8dc6fe0c8,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/how-to-change-your-notification-preferences#mygov-notification-display-settings,myGov notification display settings,content,"You can choose to display the service name in your notification.For example: You have a new message from Medicare in your myGov Inbox.Follow these steps to show the service name in your notification:
               Sign in to myGov.
               From the My account drop down menu, select Account settings.
               Select Contact details.
               Go to myGov notification display settings and choose if you want to show service name or hide service name.
               Select Update.",Services Australia,Federal Government,['National'],7,How to change your notification preferences | myGov,myGov notification display settings,,,False,True,"['service', 'name', 'your', 'notification', 'mygov', 'select', 'choose', 'display', 'show', 'account']"
84fd3970881985dc8cd49d9b1e4eb757,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/how-to-change-your-notification-preferences#84fd3970881985dc8cd49d9b1e4eb757,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,How to change your notification preferences | myGov,,,Thank you for your feedback,True,False,[]
123e0aa3360318f7d5f41041484d8674,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/subscribe-to-census-test-updates#123e0aa3360318f7d5f41041484d8674,Subscribe to Census Test updates through myGov,content,You can subscribe to get updates and access the Census Test through myGov.,Services Australia,Federal Government,['National'],6,Subscribe to Census Test updates through myGov,,,,False,False,"['subscribe', 'updates', 'access', 'census', 'test', 'through', 'mygov']"
5df5ab1febbed24bfabdd1a3c37a4036,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/subscribe-to-census-test-updates#what-the-census-test-is,What the Census Test is,content,"Australia’s next Census is in 2026 and planning is underway. Before every Census, the Australian Bureau of Statistics (ABS) holds a Census Test to make sure systems and processes are ready. The Census Test is on 5 August 2025.We’re working with the ABS on a new option to subscribe for updates and to access the Census Test through myGov.Participation in the Census Test will help improve the 2026 Census.You can find more information about the Census Test on the Census website.",Services Australia,Federal Government,['National'],8,Subscribe to Census Test updates through myGov | myGov,What the Census Test is,,,False,False,"['census', 'test', '2026', '2025', 'australia', 'next', 'planning', 'underway', 'before', 'every']"
483ca4edc6bc4fca7e1b357a03d15838,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/subscribe-to-census-test-updates#what-you’ll-get-if-you-subscribed,What you’ll get if you subscribed,content,"If you subscribed between 15 and 21 July 2025, you'll get:
               Census Test updates sent to your myGov Inbox
               a unique link sent to your myGov Inbox to access the Census Test.
              You’ll automatically be unsubscribed when testing ends in October 2025.If you need help during the Census Test, you can find information on the Census website.",Services Australia,Federal Government,['National'],9,Subscribe to Census Test updates through myGov | myGov,What you’ll get if you subscribed,,,False,False,"['census', 'test', '2025', 'sent', 'your', 'mygov', 'inbox', 'subscribed', 'between', 'july']"
742035e78461c4d5c9e0e817362c1def,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/subscribe-to-census-test-updates#how-to-subscribe,How to subscribe,content,Subscriptions to the Census Test are now closed. Visit the Census website to find out more about the Census Test.,Services Australia,Federal Government,['National'],5,Subscribe to Census Test updates through myGov | myGov,How to subscribe,,,False,False,"['census', 'test', 'subscriptions', 'closed', 'visit', 'website', 'find', 'more', 'about']"
6481ccf6fbdf7702be7051bc94751dd5,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/subscribe-to-census-test-updates#how-to-unsubscribe,How to unsubscribe,content,"You can choose to unsubscribe at any time. To unsubscribe, you can select the unsubscribe link from the myGov Inbox message.When you’re signed in to myGov you can also unsubscribe through your account settings:
               Select My account, Account settings and then Subscriptions.
               Go to Notifications from other services, Census Test updates and select Unsubscribe.
              You’ll need to follow the prompts to finish this process.",Services Australia,Federal Government,['National'],8,Subscribe to Census Test updates through myGov | myGov,How to unsubscribe,,,False,True,"['unsubscribe', 'select', 'account', 'mygov', 'settings', 'choose', 'time', 'link', 'inbox', 'message']"
8ccdc751155027b6aafc9aa26d50f2c1,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/use-your-mygov-inbox/subscribe-to-census-test-updates#8ccdc751155027b6aafc9aa26d50f2c1,Thank you for your feedback,form,,Services Australia,Federal Government,['National'],12,Subscribe to Census Test updates through myGov | myGov,,,Thank you for your feedback,True,False,[]
8ecce6e40b6dc025aa5d146efb1fa2b5,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/mygov-sign-in-help#8ecce6e40b6dc025aa5d146efb1fa2b5,myGov sign in help,content,Find tips for troubleshooting if you can’t sign in to your myGov account.,Services Australia,Federal Government,['National'],6,myGov sign in help,,,,False,False,"['find', 'tips', 'troubleshooting', 'sign', 'your', 'mygov', 'account']"
823fa10b23bcb972e5facb2881149288,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/mygov-sign-in-help#i-forgot-my-username,I forgot my username,content,"Your username may be one of these:
               your unique 8 digit myGov username, emailed to you when you created your account
               the email address registered to your myGov account
               your mobile number, if you’ve set it up as a username.
              If you can’t remember your myGov username, select Forgot username on the sign in screen. Enter the email address you registered to your myGov account and we’ll send you your username.",Services Australia,Federal Government,['National'],12,myGov sign in help | myGov,I forgot my username,,,False,False,"['your', 'username', 'mygov', 'account', 'email', 'address', 'registered', 'these', 'unique', 'digit']"
7c1c380a8cc8eaa42ce34f7af55e63cd,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/mygov-sign-in-help#i-forgot-my-email-address,I forgot my email address,content,"You can identify your email address by selecting Forgot username and entering your email address. If the email address is registered to a myGov account, we’ll send you your myGov username.If you don't know these usernames and you can't remember your email address, or no longer have access to that email address, you’ll need to create a new account. If you want to use the same email address as your old account, you can contact the myGov helpdesk.You can use your Digital ID or your passkey, if created, to sign in to your account.",Services Australia,Federal Government,['National'],10,myGov sign in help | myGov,I forgot my email address,,,False,False,"['your', 'email', 'address', 'account', 'mygov', 'username', 'identify', 'selecting', 'forgot', 'entering']"
bd7d2d89e4f00589960acd94d1b8ca21,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/mygov-sign-in-help#i-forgot-my-password,I forgot my password,content,"Select Forgot password on the sign in screen. Enter your email address, myGov username or mobile number, if you’ve set it up as a username, and we’ll send you a code to sign in and change your password.You can use your Digital ID or your passkey, if created, to sign in to your account.",Services Australia,Federal Government,['National'],8,myGov sign in help | myGov,I forgot my password,,,False,False,"['your', 'sign', 'password', 'username', 'select', 'forgot', 'screen', 'enter', 'email', 'address']"
9b445488b3c8d347a4f995d0857ea7a0,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/mygov-sign-in-help#i-can’t-access-the-mygov-code-generator-app,I can’t access the myGov Code Generator app,content,"If you can’t get a code from the myGov Code Generator app and don’t have a 2 factor authentication backup, you can:
               use your Digital ID or
               your passkey, if created, to sign in to your account.
              If you can’t use Digital ID or passkeys to sign in you’ll need to create a new account. If you want to use the same email address as your old account, you can contact the myGov helpdesk.",Services Australia,Federal Government,['National'],10,myGov sign in help | myGov,I can’t access the myGov Code Generator app,,,False,False,"['your', 'account', 'code', 'mygov', 'digital', 'sign', 'generator', 'factor', 'authentication', 'backup']"
9a6969a8476122e09aaf7a3be483e595,https://my.gov.au/en/about/help/mygov-website/help-using-your-account/mygov-sign-in-help#i-can’t-answer-my-secret-questions,I can’t answer my secret questions,content,"If you can’t answer your first secret question, you'll get a different secret question to answer.Your account will be locked if you enter the wrong answer too many times.If you can’t answer the question, select I can’t answer my secret question on the Answer your secret question page. You can use Digital ID to sign in or your passkey, if created, to sign in to your account.If you can’t use Digital ID or passkeys to sign in you’ll need to create a new account. If you want to use the same email address as your old account, you can contact the myGov helpdesk.",Services Australia,Federal Government,['National'],8,myGov sign in help | myGov,I can’t answer my secret questions,,,False,False,"['answer', 'your', 'question', 'secret', 'account', 'sign', 'digital', 'first', 'different', 'locked']"
